school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code
JURONGVILLE SECONDARY SCHOOL,http://www.jurongvillesec.moe.edu.sg,202 JURONG EAST AVENUE 1   ,609790,65638704,na,65662137,na,JURONGVILLE@MOE.EDU.SG,"JURONG EAST MRT, LAKESIDE MRT","98, 98M, 99, 157, 185, 187, 198, 334, 502",MR LEOW ZHI WEN PHILIBERT,MR YONG KEK SHOONG,MISS IBAIDAH BINTE IBRAHIM,na,na,na,na,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
JUYING SECONDARY SCHOOL,http://juyingsec.moe.edu.sg,33 JURONG WEST STREET 91   ,649038,63089898,na,67932835,na,JUYING_SS@MOE.EDU.SG,"BOON LAY MRT, PIONEER MRT, JOO KOON MRT","99, 241",MR ANG CHERN KWANG,MR NG HAN MING,MR CHUA YEW WEI,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
MEE TOH SCHOOL,http://www.meetoh.moe.edu.sg/,21 EDGEDALE PLAINS   ,828867,64893326,na,64893243,na,MEETOH_SCH@MOE.EDU.SG,Punggol Station,"3,62,83,381",MR TAY HSIEN CHUAN KELVIN,MISS HUANG YILAN LYNNE,MR LEE CHONG TART RONALD,MR NG KOK HENG,na,na,na,PUNGGOL,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
KEMING PRIMARY SCHOOL,http://www.kemingpri.moe.edu.sg,90 BUKIT BATOK EAST AVENUE 6   ,659762,68962054,na,65632356,na,KMPS@MOE.EDU.SG,Bukit Batok,"61,66,77,106,157,174,178,963",MRS MRS YAP DAI JEE,MS LEOW MEI LENG (LIU MEICEN),MISS NG MEI YUN,na,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
KENT RIDGE SECONDARY SCHOOL,http://www.kentridgesec.moe.edu.sg,147 WEST COAST ROAD   ,127368,67731127,na,67735119,na,KRSS@MOE.EDU.SG,"CLEMENTI MRT, HAW PAR VILLA MRT","30, 51, 143, 175, 176, 201, 282",MADAM GOH MIEN HUI VALERIE,MADAM YAP SHARON,"MR POH LEONG BERG, ALBERT",na,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,na
KHENG CHENG SCHOOL,http://www.khengcheng.moe.edu.sg/,15 LORONG 3 TOA PAYOH   ,319580,62552502,na,62556569,na,KCS@MOE.EDU.SG,Braddell,"SBS 235,56,73,88,157,159,163,231,",MADAM TAN HUILING CHERYL,MR KHOO GHEE HAN,MR PUN KIAN PENG,na,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
KONG HWA SCHOOL,http://www.konghwa.moe.edu.sg,350 GUILLEMARD ROAD   ,399772,63421195,na,63421120,na,KONGHWA_SCH@MOE.EDU.SG,Dakota,"Service 7,70,70M,197(to Guillemard Road)",MR POON SIOW LENG RAYMOND,MADAM UE TAY SZE YIN,MADAM TEO SIEW KHIM,MADAM NG BEE HOON,na,na,na,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na
KRANJI PRIMARY SCHOOL,http://kranjipri.moe.edu.sg,11 CHOA CHU KANG STREET 54   ,689189,67634812,na,67634568,na,KRANJI_PS@MOE.EDU.SG,Yew Tee MRT,"Bus No 307, 302",MADAM GOH MEEI YUNN,MR SATHYA PRASAD S/O G,MADAM WONG SEOW LING,MADAM LEE LENG HUI (LI LINGHUI),na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
KRANJI SECONDARY SCHOOL,http://www.kranjisec.moe.edu.sg,61 CHOA CHU KANG STREET 51   ,689333,67662464,na,67662095,na,KRANJI_SS@MOE.EDU.SG,"CHOA CHU KANG MRT, YEW TEE MRT","302, 974, 979",MR CHUA LEK HONG,MR KOO TIANNUO,MADAM ONG LAY LING,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,http://www.kuochuanpresbyterianpri.moe.edu.sg,8 BISHAN STREET 13   ,579793,62595396,na,62588012,na,KCPPS@MOE.EDU.SG,Bishan MRT Station,"54, 56, 410, 410G",MADAM YEE-TOH GEK KHIAW,MISS LIN HUIXIN SHARON,MR TAN CHIN HENG,na,na,na,na,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,http://www.kuochuanpresbyteriansec.moe.edu.sg,10 BISHAN STREET 13   ,579795,62593811,na,63536535,na,KCPSS@MOE.EDU.SG,BISHAN MRT,"54, 56, 410G, 410W",MR JUSTIN TAN,MADAM LEE CHUI ENG,MR EKA TANU,MR PHANG TECK KING,na,na,na,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
LAKESIDE PRIMARY SCHOOL,http://www.lakesidepri.moe.edu.sg/,161 Corporation Walk   ,618310,62620918,na,62621021,na,lakeside_ps@moe.edu.sg,Lakeside MRT,"30, 49, 98, 98M",MADAM YAP SIU LIN,MISS HAN MINGFANG CHARMAIN,MISS TAN HUI PING,MADAM CHUA LENG LENG (CAI LINGLING),na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
LIANHUA PRIMARY SCHOOL,http://www.lianhuapri.moe.edu.sg/,2 BUKIT BATOK STREET 52   ,659243,65639502,na,65639591,na,LIANHUA_PS@MOE.EDU.SG,Bukit Gombak/Bukit Batok,945,MISS KIEW HUI LI PAMELA,MADAM MAVIS SIEW SOOK LING,MADAM TAN WAN PHING JANICE,"MR LEE TZE WEI, JEFFREY",na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
LOYANG VIEW SECONDARY SCHOOL,http://www.loyangviewsec.moe.edu.sg,12 PASIR RIS STREET 11   ,519073,65821727,na,65810557,na,loyangview_ss@moe.edu.sg,PASIR RIS MRT,"12, 21, 39, 53, 81, 109, 359, 518",MR LIN YUCHENG EUGENE,MS SAADIAH SAADON WYLDE,MADAM TAN SHAO MAY,MISS LIEW XUE TING ADELINE,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
MAHA BODHI SCHOOL,http://www.mahabodhi.moe.edu.sg/,10 UBI AVENUE 1   ,408931,67442115,na,67443752,na,MBS@MOE.EDU.SG,"Eunos Station (Transfer Bus No.63, 63M); Ubi Station (Transfer Bus No. 137)","5,8,15,22,25,45,51,55,59,61,63,63M,65,66,93,94,137,854",MADAM TENG LAI KWAN,MR WEE HOCK MENG VICTOR,MR YE JIAMING AARON,MADAM LENG BING LING (LIANG BINGLING),na,na,na,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na
MANJUSRI SECONDARY SCHOOL,http://www.manjusrisec.moe.edu.sg,20 UBI AVENUE 1   ,408940,68424558,na,67454492,na,MANJUSRI_SS@MOE.EDU.SG,"UBI MRT, MACPHERSON MRT","5, 8, 15, 22, 25, 45, 51, 55, 59, 61, 63, 63M, 65, 66, 93, 94, 137, 854",MR SIM CHONG BOON,MR LIN JUNKAI,MR GOH PAI SHEN,na,na,na,na,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,na
MARIS STELLA HIGH SCHOOL,http://www.marisstellahigh.moe.edu.sg,25 MOUNT VERNON ROAD   ,368051,62803880 (Sec),62827743 (Pri),62886905 (Sec),62827905 (Pri),MSH@MOE.EDU.SG,BARTLEY MRT,"28, 93, 129, 158",MR BOY ENG SENG,MRS LIM QING YI,MR PAN JINGLIU,MR TAN CHING HUAT,MDM ANG CHWEE YING PEARLY,MR LEE KO YONG,na,TOA PAYOH,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVEL (P1-S4),Yes,Yes,No,No,CHINESE,na,na
MARSILING PRIMARY SCHOOL,http://www.marsilingpri.moe.edu.sg,31 WOODLANDS CENTRE ROAD   ,738927,62696193,na,62699050,na,MARSILING_PS@MOE.EDU.SG,Marsiling MRT Station,"856, 911, 912",MADAM HEATHER SIM SIAW CHENG,MR JACKSON KEK,na,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
MARSILING SECONDARY SCHOOL,http://www.marsilingsec.moe.edu.sg,12 MARSILING ROAD   ,739110,68941413,na,68946156,na,MARSILING_SS@MOE.EDU.SG,MARSILING MRT,"913, 911",MR KOH YIAK KHENG,MR MOHAMED NASIM S/O ABDUL RAHIM,MR TAN TONG AIK,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
MARYMOUNT CONVENT SCHOOL,HTTP://WWW.MARYMOUNTCONVENT.MOE.EDU.SG,20 Marymount Road   ,297754,6256 6701,6256 6532,6254 3080,na,MMCS@MOE.EDU.SG,Braddell MRT Station or Caldecott MRT Station,"141, 235",MISS CHEONG HWEE KHIM,MRS HING SZE MEING DEBBIE (XING SIMIN DEBBIE),MADAM TAN MEI MEI ANNA,MR LOH YEH CHANG HENRY,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
MAYFLOWER PRIMARY SCHOOL,http://www.mayflowerpri.moe.edu.sg,200 Ang Mo Kio Avenue 5   ,569878,64520849,na,64534116,na,MAYFLOWER_PS@MOE.EDU.SG,Yio Chu Kang MRT Station.,"13,86,138,162,269,851,852,853.",MISS CECILIA LIM SEOK CHENG,MADAM CHNG HWUI LIN WINEFREDE,MRS SANTHI D/O K RAMACHANDRAN,MR KWOK KENG LIAN,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
MAYFLOWER SECONDARY SCHOOL,http://www.mayflowersec.moe.edu.sg,2 ANG MO KIO STREET 21   ,569384,64577783,na,64583284,na,MAYFLOWER_SS@MOE.EDU.SG,"ANG MO KIO MRT, MAYFLOWER MRT","71, 76, 132, 165, 166, 169, 262, 265, 268, 269",MR LIM YU KEE,MR GOH KENG TENG,MR PRASHANT S/O JAYAPRAGAS,MADAM NUR HIDAYANI IBRAHIM,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
MERIDIAN PRIMARY SCHOOL,http://www.meridianpri.moe.edu.sg/,20 PASIR RIS ST 71   ,518798,65832125,na,65834993,na,MERIDIAN_PS@MOE.EDU.SG,Pasir Ris MRT Station,"3,359",MDM CHEW SIANG JIUN,MR LIM KIM MIN (LIN JINMIN),MR WANG TAI WEE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
MERIDIAN SECONDARY SCHOOL,http://www.meridiansec.moe.edu.sg,31 PASIR RIS STREET 51   ,518901,65831387,na,65836467,na,meridian_sec@moe.edu.sg,PASIR RIS MRT,"39, 53, 81, 89, 109, 359, 403, 518",MR MOHAMED RAZALI B ABDUL HAMED,MISS TAN LI PING,MRS TAY NGEE SEEW,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
METHODIST GIRLS' SCHOOL (PRIMARY),https://www.mgs.moe.edu.sg/,11 Blackmore Drive   ,599986,64694800,na,64624166,na,MGPS@MOE.EDU.SG,King Albert Park MRT,"66, 67, 74, 77, 151, 154, 157, 170, 171, 174, 852, 961, 970",KOH MING-LI VALARIE,MADAM YEOW CHERN EE,"MR TENG TAT MENG, CHARLES",na,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
METHODIST GIRLS' SCHOOL (SECONDARY),http://www.mgs.moe.edu.sg,11 BLACKMORE DRIVE   ,599986,64694800,na,64698717,na,MGSS@MOE.EDU.SG,KING ALBERT PARK MRT,"66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970",MADAM KOH MING- LI VALARIE,MADAM CHNG YI NA @MRS WRIGHT YI NA,MDM TAN P'ENG DIANA,MR YIP WAI CHOONG,na,na,na,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,No,Yes,CHINESE,MALAY,TAMIL
MILLENNIA INSTITUTE,http://www.millenniainstitute.moe.edu.sg,60 Bukit Batok West Avenue 8   ,658965,63023700,na,63023767,na,millennia_inst@moe.edu.sg,Bukit Batok (NS 2),"157, 174, 174e, 178, 506, 870, 941, 991, 993",MR LOO MING YAW,MR LIN GUOJING,MR TAN KENG CHEONG,MR DAVID ALLAN D'SOUZA,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,CENTRALISED INSTITUTE,No,No,No,No,CHINESE,MALAY,TAMIL
MONTFORT JUNIOR SCHOOL,http://www.montfortjunior.moe.edu.sg/,52 HOUGANG AVENUE 8   ,538786,65101588,na,65101599,na,MONTFORT_JS@MOE.EDU.SG,Hougang MRT & Bus Interchange,"74,88,101,147,161,",MR TAN BOON HONG VICTOR,MADAM POH LEE SIEW,MR TAN WEE BOON,na,na,na,na,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
MONTFORT SECONDARY SCHOOL,https://montfortsec.moe.edu.sg/,50 HOUGANG AVENUE 8   ,538785,65107070,na,63862804,na,MONTFORT_SS@MOE.EDU.SG,HOUGANG MRT,"74, 74e, 88, 88A, 101, 147, 147A, 161","MADAM HENG SUE LIN, JANICE",MR WILSON TAY SWEE KIAT,MISS TAN MEI LING AUDREY,MADAM TAN LAY YEN,na,na,na,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
NAN CHIAU HIGH SCHOOL,http://www.nanchiauhigh.moe.edu.sg,20 ANCHORVALE LINK   ,545079,64897971,na,64897970,na,NCHS@MOE.EDU.SG,"SENGKANG MRT, RENJONG LRT, TONGKANG LRT","43, 83, 85, 109, 156, 159, 161, 163, 372",MADAM LER JIA LUEN,MADAM CHOW NYET YOON,DR. OH BEE LENG HESTER,na,na,na,na,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),Yes,No,No,No,CHINESE,na,na
NAN CHIAU PRIMARY SCHOOL,http://www.ncps.moe.edu.sg,50 ANCHORVALE LINK   ,545080,64897905,na,64897906,na,NCPS@MOE.EDU.SG,Sengkang Station,"156, 159, 161, 371, 372",MRS ONG LOH JIA MIIN,"MDM HOE QUEE HIANG, BELINDA",MADAM LIM SHEUE TYUG,MR WINSTON TAN WEE SING,na,na,na,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NAN HUA HIGH SCHOOL,http://www.nanhuahigh.moe.edu.sg,41 CLEMENTI AVENUE 1   ,129956,67788303,na,67751956,na,NHSS@MOE.EDU.SG,CLEMENTI MRT,"14, 33, 52, 78, 96, 97, 105, 106, 147, 151, 154, 165, 166, 183, 185, 188, 189, 196, 197, 198, 282, 285, 963",MR CHIEW JING WEN,MISS TAY JIA MING JASMINE,MR LOO JIAMING,MR LEE KOK BOON,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),Yes,Yes,No,No,CHINESE,na,na
NAN HUA PRIMARY SCHOOL,http://www.nanhuapri.moe.edu.sg,30 Jalan Lempeng   ,128806,67788050,na,67784127,na,NHPS@MOE.EDU.SG,Clementi MRT Station,"30, 51, 143, 175, 201, 533, 655, 727, 762",MADAM PHUA YIN LIN GRACE,MISS TEH LAY CHOO ANNE,"MR LIM PENG YUAN, ANDY",na,na,na,na,CLEMENTI,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na
NANYANG GIRLS' HIGH SCHOOL,https://www.nygh.edu.sg,2 LINDEN DRIVE   ,288683,64663275,na,64667564,na,NYGHS@MOE.EDU.SG,"SIXTH AVENUE MRT, TAN KAH KEE MRT","67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MISS SIAU FONG FUI,MS NG MIEN MIEN AGNES,MISS GAYNOR TEH,MS TAN MEEI YEE MAE PAULINE,na,na,na,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),Yes,No,Yes,Yes,CHINESE,na,na
NANYANG JUNIOR COLLEGE,http://www.nanyangjc.moe.edu.sg/,128 SERANGOON AVENUE 3   ,556111,62842281,na,62855147,na,NYJC@MOE.EDU.SG,Lorong Chuan (Circle Line/CC14); 3-minute walk via sheltered walkway,"22, 24, 45, 53, 58, 73, 105, 109, 133, 135, 136, 156, 853",MR PANG CHOON HOW,MISS JASMINE ONG PEISHAN,MRS OH-YOW SIHUA KEN,MADAM CHAN MEI FUNG JOYCE,na,na,na,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL
NANYANG PRIMARY SCHOOL,http://www.nyps.moe.edu.sg,52 KING'S ROAD   ,268097,64672677,na,64686913,na,NYPS@MOE.EDU.SG,Farrer Rd MRT Station,"66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961",MADAM WONG LI PENG,MS LIM KAR WAE FIONA,MISS SHARLENE CHYE HUI TING,MR JAMES CHONG KOK CHIANG,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na
NATIONAL JUNIOR COLLEGE,http://www.nationaljc.moe.edu.sg,37 HILLCREST ROAD   ,288913,64661144,na,64684535,na,NJC@MOE.EDU.SG,"BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MRS TOH LUCY,MR HARESH S/O SIVARAM,MISS SIM SOO LENG AILEEN,MR CHONG CHEE KEONG ALVIN,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,No,Yes,CHINESE,MALAY,TAMIL
NAVAL BASE PRIMARY SCHOOL,http://www.navalbasepri.moe.edu.sg/,7 YISHUN AVE 4   ,769028,67537114,na,67555355,na,NBPS@MOE.EDU.SG,Yishun MRT Station,Feeder bus No. 811 from Yishun Interchange.,MR CHIA CHEE WENG RICHARD CHRIS,MADAM LIM WAI CHOO MRS GOH WAI CHOO,MADAM WANG MING HWEE,MADAM THAM LAI PENG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NAVAL BASE SECONDARY SCHOOL,http://www.navalbasesec.moe.edu.sg,901 YISHUN RING ROAD   ,768689,62571996,na,67557706,na,NBSS@MOE.EDU.SG,KHATIB MRT,"39, 85, 117, 670, 807, 811, 812, 851, 852, 853, 854, 855, 857, 858, 861, 965, 969",MADAM LINDA YEO SOCK KHOON,MR LIM SEOW KUAN,MR MUHAMMAD SHAHARI B ABU BAKAR,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
NEW TOWN PRIMARY SCHOOL,http://www.newtownpri.moe.edu.sg/,300 Tanglin Halt Road   ,148812,64748805,na,64741249,na,NTPS@MOE.EDU.SG,Commonwealth MRT Station,"SBS Numbers 32, 100, 105, 111, 145, 147, 195, 196, 198, 855",MISS HANNAH CHIA CUI'E,MRS CHIN WEY LING LYNNE,MADAM FOO HUEY YING (FU HUIYING),na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NEW TOWN SECONDARY SCHOOL,http://www.newtownsec.moe.edu.sg,1020 DOVER ROAD   ,139657,67754140,na,67752310,na,NTSS@MOE.EDU.SG,"DOVER MRT, CLEMENTI MRT","33, 96, 96A, 151, 196, 183",MR ARIVAZHAGAN MANICKAM,MISS GOH YI LING ELISSA,MR LEONARD TAN SOON TECK,na,na,na,na,QUEENSTOWN,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
NGEE ANN PRIMARY SCHOOL,http://www.ngeeannpri.moe.edu.sg,344 MARINE TERRACE   ,449149,64418677,na,64417411,na,NAPS@MOE.EDU.SG,Nil,"13, 16, 16M, 31,36, 43, 47, 48, 55, 135, 196, 196E, 197, 853M (at Marine Parade road); 13, 16, 16M, 196 and 196E(at Marine Terrace)",MADAM PANG SIU SAN,MADAM LEE LI LI,MADAM LOW LEE CHERN,na,na,na,na,MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NGEE ANN SECONDARY SCHOOL,http://www.ngeeannsec.moe.edu.sg,1 TAMPINES STREET 32   ,529283,67844583,na,67840453,na,NASS@MOE.EDU.SG,"TAMPINES MRT, SIMEI MRT, TAMPINES EAST MRT","3, 4, 8, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 38, 39, 59, 81, 291, 293, 518, 552",MISS POH SHI HUI,MR GOH CHIN WEI,MADAM TAN LAY GIN,na,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL
NORTH SPRING PRIMARY SCHOOL,http://www.northspringpri.moe.edu.sg,1 RIVERVALE STREET   ,545088,68816887,63888764,63851044,na,NSPS@MOE.EDU.SG,NEL - Sengkang Station; LRT - Bakau Station,"SBS Transit Services 82, 85, 86, 88, 119, 136, 163, 372",MADAM PHAN SWEE LIN SHERIN JACINTA,MR TAN YEW LEE,MADAM SALIEMA BINTE MOHAMED IQBAL,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NORTH VIEW PRIMARY SCHOOL,http://www.northviewpri.moe.edu.sg,210 YISHUN AVENUE 6   ,768960,67593235,na,67593237,na,NVPS@MOE.EDU.SG,Yishun; Khatib,"Feeder Service 804, 806, 807, 860",MRS GRACE CHUA,MR RAJINDER SINGH S/O PIARA SINGH,MADAM LING SOOK LENG,MR CHAN SOON HUA,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NORTH VISTA PRIMARY SCHOOL,http://www.northvistapri.moe.edu.sg,20 Compassvale Link   ,544974,64843566,na,64843568,na,nvtps@moe.edu.sg,"Buangkok MRT (NE15), Ranggung LRT (SE5)",na,MR ONG LYE WHATT,MR AMRAN B TASRIF,MISS GOH AI LING,MADAM KANG SIEW LENG AUDREY,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NORTH VISTA SECONDARY SCHOOL,http://www.northvistasec.moe.edu.sg,11 RIVERVALE LINK   ,545081,68793930,na,68793931,na,NORTHVISTASS@MOE.EDU.SG,"SENGKANG MRT, BUANGKOK MRT, RANGGUNG LRT","80, 82, 87, 88, 89, 119",MR YAP THIAM CHUAN,MR PILLAY P KRISHNAN,MISS WU XIAOYUAN,MR KWEK CHIN LEONG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
NORTHBROOKS SECONDARY SCHOOL,http://www.northbrookssec.moe.edu.sg,585 YISHUN RING ROAD   ,768692,67524311,na,67566110,na,NORTHBROOKS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","804, 806, 807, 860, 103",MR CHEN XUANTING EDMUND,MISS GOH PEISHI,MR YIP KOK HOONG (YE GUOXIONG),MR LIM YANG CHERNG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
